<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.10.27	14:00:00	1660.89	1663.55	1660.38	1662.06	6200	0	4
2022.10.27	15:00:00	1662.05	1665.16	1654.88	1660.19	16684	0	4
2022.10.27	16:00:00	1660.21	1664.15	1656.32	1658.38	18561	0	4
2022.10.27	17:00:00	1658.37	1665.79	1658.22	1662.31	14868	0	4
2022.10.27	18:00:00	1662.30	1665.51	1660.75	1661.31	11469	0	4
2022.10.27	19:00:00	1661.31	1662.44	1656.74	1657.99	7640	0	4
2022.10.27	20:00:00	1658.00	1662.19	1657.03	1659.92	6556	0	4
2022.10.27	21:00:00	1659.97	1660.51	1658.27	1658.68	4937	0	4
2022.10.27	22:00:00	1658.70	1662.58	1657.93	1662.40	4649	0	4
2022.10.27	23:00:00	1662.42	1663.46	1661.04	1663.26	4194	0	4
2022.10.28	01:00:00	1662.60	1662.82	1661.31	1662.25	1417	0	9
2022.10.28	02:00:00	1662.25	1663.09	1661.41	1661.92	1547	0	9
2022.10.28	03:00:00	1661.90	1662.70	1660.53	1661.96	3789	0	4
2022.10.28	04:00:00	1661.96	1666.61	1661.15	1666.24	5655	0	4
2022.10.28	05:00:00	1666.27	1667.04	1662.67	1665.42	6466	0	4
2022.10.28	06:00:00	1665.42	1666.21	1663.20	1664.80	4500	0	4
2022.10.28	07:00:00	1664.80	1665.48	1663.57	1664.59	2717	0	4
2022.10.28	08:00:00	1664.59	1665.23	1659.48	1659.87	5358	0	4
2022.10.28	09:00:00	1659.88	1661.51	1656.35	1656.99	7919	0	4
2022.10.28	10:00:00	1656.99	1657.76	1651.52	1652.76	9155	0	1
2022.10.28	11:00:00	1652.74	1653.87	1647.93	1650.62	8241	0	4
2022.10.28	12:00:00	1650.62	1651.35	1646.58	1649.71	8058	0	4
2022.10.28	13:00:00	1649.70	1650.01	1647.21	1648.61	5325	0	4
2022.10.28	14:00:00	1648.62	1653.04	1646.30	1650.44	7633	0	4
2022.10.28	15:00:00	1650.44	1653.07	1640.34	1643.32	15729	0	4
2022.10.28	16:00:00	1643.29	1648.78	1642.31	1646.71	15224	0	4
2022.10.28	17:00:00	1646.72	1649.29	1640.73	1642.56	14168	0	4
2022.10.28	18:00:00	1642.55	1643.84	1638.05	1639.65	9246	0	4
2022.10.28	19:00:00	1639.64	1643.19	1638.93	1642.77	6031	0	4
2022.10.28	20:00:00	1642.77	1644.58	1640.74	1641.20	4251	0	4
2022.10.28	21:00:00	1641.20	1643.43	1640.83	1643.23	3942	0	4
2022.10.28	22:00:00	1643.22	1645.23	1642.77	1645.21	3382	0	4
2022.10.28	23:00:00	1645.22	1645.68	1643.81	1644.60	1435	0	2
2022.10.31	00:00:00	1642.98	1644.57	1642.13	1644.21	2389	0	9
2022.10.31	01:00:00	1644.21	1645.41	1643.35	1643.48	1921	0	10
2022.10.31	02:00:00	1643.50	1645.11	1642.15	1642.19	3321	0	10
2022.10.31	03:00:00	1642.19	1643.01	1640.65	1641.55	4077	0	4
2022.10.31	04:00:00	1641.45	1643.66	1640.81	1641.48	3275	0	4
2022.10.31	05:00:00	1641.52	1644.76	1641.18	1644.42	2772	0	4
2022.10.31	06:00:00	1644.41	1645.56	1643.71	1644.35	2231	0	4
2022.10.31	07:00:00	1644.36	1645.65	1641.34	1641.57	3446	0	4
2022.10.31	08:00:00	1641.56	1643.82	1640.50	1643.65	3812	0	4
2022.10.31	09:00:00	1643.65	1644.62	1640.51	1641.19	4466	0	4
2022.10.31	10:00:00	1641.18	1641.50	1635.65	1637.10	6565	0	4
2022.10.31	11:00:00	1637.12	1640.29	1635.82	1639.37	4686	0	4
2022.10.31	12:00:00	1639.39	1639.80	1636.66	1639.77	4699	0	4
2022.10.31	13:00:00	1639.77	1642.10	1638.29	1639.83	5740	0	4
2022.10.31	14:00:00	1639.84	1641.62	1635.68	1637.13	8700	0	4
2022.10.31	15:00:00	1637.10	1638.87	1633.47	1637.36	11093	0	4
2022.10.31	16:00:00	1637.39	1642.16	1637.19	1641.03	10099	0	4
2022.10.31	17:00:00	1641.05	1641.18	1637.07	1638.98	8360	0	4
2022.10.31	18:00:00	1638.98	1640.32	1636.48	1636.55	7291	0	4
2022.10.31	19:00:00	1636.56	1637.84	1634.99	1635.47	5387	0	4
2022.10.31	20:00:00	1635.46	1636.46	1634.06	1634.65	4761	0	4
2022.10.31	21:00:00	1634.75	1634.84	1631.80	1632.16	6409	0	4
2022.10.31	22:00:00	1632.21	1633.71	1632.21	1633.56	2475	0	3
2022.11.01	00:00:00	1632.86	1633.81	1632.47	1632.70	846	0	9
2022.11.01	01:00:00	1632.70	1633.68	1631.78	1632.45	1375	0	9
2022.11.01	02:00:00	1632.52	1634.31	1630.65	1633.92	2404	0	10
2022.11.01	03:00:00	1633.89	1638.56	1633.31	1637.29	5709	0	4
2022.11.01	04:00:00	1637.24	1640.07	1636.67	1638.76	3765	0	4
2022.11.01	05:00:00	1638.80	1639.93	1635.73	1637.53	3934	0	4
2022.11.01	06:00:00	1637.59	1638.63	1636.53	1637.90	2700	0	4
2022.11.01	07:00:00	1637.82	1642.16	1637.68	1641.93	4770	0	4
2022.11.01	08:00:00	1641.95	1647.36	1641.49	1647.22	6656	0	4
2022.11.01	09:00:00	1647.20	1649.93	1642.31	1645.31	7024	0	4
2022.11.01	10:00:00	1645.31	1648.68	1645.27	1647.45	7149	0	4
2022.11.01	11:00:00	1647.44	1650.72	1645.50	1650.42	5816	0	4
2022.11.01	12:00:00	1650.42	1652.89	1649.85	1651.03	7482	0	4
2022.11.01	13:00:00	1651.03	1655.29	1650.85	1652.18	6667	0	4
2022.11.01	14:00:00	1652.42	1657.04	1651.80	1653.99	8960	0	0
2022.11.01	15:00:00	1654.02	1655.66	1649.84	1650.41	11953	0	4
2022.11.01	16:00:00	1650.41	1650.41	1642.13	1645.34	17510	0	4
2022.11.01	17:00:00	1645.35	1646.57	1642.76	1644.46	11373	0	4
2022.11.01	18:00:00	1644.40	1651.05	1642.97	1645.03	11019	0	4
2022.11.01	19:00:00	1645.08	1649.27	1644.98	1649.15	5975	0	4
2022.11.01	20:00:00	1649.12	1651.14	1648.18	1649.81	5135	0	4
2022.11.01	21:00:00	1649.82	1649.82	1646.60	1648.19	3400	0	4
2022.11.01	22:00:00	1648.22	1648.37	1646.44	1647.66	1582	0	4
2022.11.02	00:00:00	1647.18	1647.23	1645.84	1646.85	790	0	9
2022.11.02	01:00:00	1646.86	1648.19	1646.39	1646.85	1202	0	1
2022.11.02	02:00:00	1646.85	1650.49	1646.65	1650.42	3927	0	10
2022.11.02	03:00:00	1650.43	1651.38	1648.86	1650.06	4327	0	4
2022.11.02	04:00:00	1650.07	1652.41	1647.42	1652.01	3078	0	4
2022.11.02	05:00:00	1652.03	1653.39	1650.36	1650.77	3488	0	4
2022.11.02	06:00:00	1650.79	1651.55	1649.33	1650.22	2532	0	4
2022.11.02	07:00:00	1650.23	1652.77	1650.16	1650.73	3224	0	4
2022.11.02	08:00:00	1650.77	1652.36	1649.62	1651.31	3569	0	4
2022.11.02	09:00:00	1651.33	1653.41	1650.10	1652.87	4676	0	4
2022.11.02	10:00:00	1652.87	1655.44	1652.06	1652.35	6692	0	4
2022.11.02	11:00:00	1652.35	1656.31	1651.93	1654.59	5562	0	4
2022.11.02	12:00:00	1654.62	1656.92	1654.42	1655.36	5206	0	4
2022.11.02	13:00:00	1655.35	1656.33	1654.46	1655.23	4781	0	4
2022.11.02	14:00:00	1655.24	1658.92	1653.90	1657.01	10142	0	4
2022.11.02	15:00:00	1657.03	1657.54	1652.61	1653.46	9810	0	4
2022.11.02	16:00:00	1653.43	1653.61	1648.41	1649.55	9348	0	4
2022.11.02	17:00:00	1649.56	1649.60	1645.81	1646.49	6956	0	4
2022.11.02	18:00:00	1646.53	1648.20	1645.69	1647.69	4344	0	4
2022.11.02	19:00:00	1647.71	1650.53	1646.16	1649.85	4103	0	4
2022.11.02	20:00:00	1649.86	1669.33	1644.76	1649.74	22381	0	4
2022.11.02	21:00:00	1649.60	1652.32	1635.70	1637.02	16836	0	4
2022.11.02	22:00:00	1636.99	1638.23	1634.74	1635.07	3004	0	4
2022.11.03	00:00:00	1634.50	1637.02	1633.24	1634.11	1563	0	6
2022.11.03	01:00:00	1634.11	1634.19	1631.88	1633.74	1888	0	9
2022.11.03	02:00:00	1633.72	1637.93	1632.80	1637.80	2935	0	9
2022.11.03	03:00:00	1637.80	1641.00	1637.70	1638.14	5898	0	4
2022.11.03	04:00:00	1638.07	1639.16	1636.16	1636.35	3646	0	4
2022.11.03	05:00:00	1636.27	1637.84	1635.95	1637.73	2921	0	4
2022.11.03	06:00:00	1637.73	1638.95	1636.97	1637.70	2367	0	4
2022.11.03	07:00:00	1637.71	1638.50	1636.40	1636.95	3262	0	4
2022.11.03	08:00:00	1636.96	1636.96	1634.11	1634.54	4065	0	4
2022.11.03	09:00:00	1634.46	1634.55	1628.39	1630.03	7722	0	4
2022.11.03	10:00:00	1630.03	1630.04	1624.64	1627.24	8920	0	4
2022.11.03	11:00:00	1627.24	1628.26	1620.08	1624.14	8951	0	4
2022.11.03	12:00:00	1624.12	1624.42	1619.88	1621.48	7391	0	4
2022.11.03	13:00:00	1621.44	1622.19	1616.72	1619.81	7941	0	4
2022.11.03	14:00:00	1619.64	1625.17	1618.20	1618.36	13061	0	4
2022.11.03	15:00:00	1618.37	1623.65	1617.20	1619.42	14513	0	4
2022.11.03	16:00:00	1619.39	1631.61	1619.02	1631.14	15777	0	4
2022.11.03	17:00:00	1631.17	1631.51	1625.62	1625.98	11190	0	4
2022.11.03	18:00:00	1625.99	1628.55	1624.91	1627.17	8187	0	4
2022.11.03	19:00:00	1627.17	1630.79	1627.02	1629.38	5877	0	4
2022.11.03	20:00:00	1629.42	1631.95	1628.50	1631.18	4646	0	0
2022.11.03	21:00:00	1631.22	1632.36	1630.87	1630.99	3980	0	4
2022.11.03	22:00:00	1631.00	1631.27	1629.14	1629.55	1848	0	4
2022.11.04	00:00:00	1628.93	1630.48	1628.77	1630.26	918	0	9
2022.11.04	01:00:00	1630.34	1630.34	1629.40	1629.75	801	0	9
2022.11.04	02:00:00	1629.74	1632.15	1629.56	1630.78	2852	0	10
2022.11.04	03:00:00	1630.82	1634.00	1629.42	1633.89	4068	0	4
2022.11.04	04:00:00	1633.91	1637.17	1633.12	1636.59	3172	0	4
2022.11.04	05:00:00	1636.59	1640.12	1636.41	1639.22	3295	0	4
2022.11.04	06:00:00	1639.22	1647.02	1638.63	1646.92	3727	0	4
2022.11.04	07:00:00	1646.94	1648.58	1645.73	1647.21	5202	0	4
2022.11.04	08:00:00	1647.27	1649.76	1645.58	1647.23	5351	0	4
2022.11.04	09:00:00	1647.21	1649.55	1644.04	1644.97	6594	0	4
2022.11.04	10:00:00	1644.99	1649.68	1644.96	1647.99	7078	0	4
2022.11.04	11:00:00	1648.03	1652.45	1643.91	1646.00	7927	0	4
2022.11.04	12:00:00	1646.00	1652.04	1645.37	1649.60	6398	0	4
2022.11.04	13:00:00	1649.53	1653.54	1649.34	1651.40	8294	0	4
2022.11.04	14:00:00	1651.41	1660.63	1643.66	1659.71	16558	0	4
2022.11.04	15:00:00	1659.68	1667.95	1658.94	1667.45	18147	0	0
2022.11.04	16:00:00	1667.44	1675.49	1666.28	1673.24	16657	0	4
2022.11.04	17:00:00	1673.24	1674.69	1670.25	1671.21	12509	0	4
2022.11.04	18:00:00	1671.21	1674.38	1667.77	1673.31	10498	0	4
2022.11.04	19:00:00	1673.30	1675.01	1672.14	1674.54	7919	0	4
2022.11.04	20:00:00	1674.52	1681.72	1673.39	1680.64	7049	0	4
2022.11.04	21:00:00	1680.65	1681.10	1678.43	1680.81	6706	0	4
2022.11.04	22:00:00	1680.76	1681.66	1679.70	1680.79	1839	0	4
2022.11.07	01:00:00	1674.40	1680.16	1672.20	1672.68	4617	0	9
2022.11.07	02:00:00	1672.69	1675.17	1671.45	1673.58	3953	0	9
2022.11.07	03:00:00	1673.57	1675.32	1670.59	1672.46	7583	0	4
2022.11.07	04:00:00	1672.32	1673.52	1670.38	1672.56	5034	0	4
2022.11.07	05:00:00	1672.54	1674.93	1671.14	1673.58	3322	0	4
2022.11.07	06:00:00	1673.56	1673.56	1671.06	1672.50	2236	0	4
2022.11.07	07:00:00	1672.53	1674.86	1671.75	1672.31	3768	0	4
2022.11.07	08:00:00	1672.31	1672.52	1670.40	1670.97	3584	0	4
2022.11.07	09:00:00	1670.97	1671.58	1666.90	1668.16	6785	0	4
2022.11.07	10:00:00	1668.16	1676.16	1667.09	1674.99	9017	0	4
2022.11.07	11:00:00	1674.99	1680.42	1674.80	1678.58	9213	0	4
2022.11.07	12:00:00	1678.59	1680.17	1677.29	1678.29	5845	0	4
2022.11.07	13:00:00	1678.29	1678.49	1675.96	1677.01	5392	0	4
2022.11.07	14:00:00	1677.01	1678.03	1674.67	1677.24	6786	0	4
2022.11.07	15:00:00	1677.23	1678.77	1673.50	1678.00	11481	0	4
2022.11.07	16:00:00	1678.00	1681.90	1677.38	1679.82	13335	0	4
2022.11.07	17:00:00	1679.84	1679.98	1673.91	1678.97	13179	0	4
2022.11.07	18:00:00	1678.98	1680.26	1676.10	1678.67	8841	0	4
2022.11.07	19:00:00	1678.67	1678.88	1675.39	1677.07	6146	0	4
2022.11.07	20:00:00	1677.09	1678.02	1675.83	1676.80	4761	0	4
2022.11.07	21:00:00	1676.80	1677.23	1675.19	1675.46	3987	0	1
2022.11.07	22:00:00	1675.49	1676.30	1674.24	1674.37	4175	0	4
2022.11.07	23:00:00	1674.36	1675.44	1674.29	1675.31	1627	0	4
2022.11.08	01:00:00	1674.90	1674.90	1673.64	1674.12	1079	0	9
2022.11.08	02:00:00	1674.12	1675.84	1672.49	1675.49	2267	0	9
2022.11.08	03:00:00	1675.51	1676.73	1672.80	1673.60	4406	0	4
2022.11.08	04:00:00	1673.65	1674.38	1672.20	1673.34	3817	0	4
2022.11.08	05:00:00	1673.32	1673.99	1672.80	1672.88	2262	0	4
2022.11.08	06:00:00	1672.88	1673.43	1669.41	1670.13	2254	0	4
2022.11.08	07:00:00	1670.17	1670.22	1668.30	1668.36	3172	0	4
2022.11.08	08:00:00	1668.37	1671.56	1668.23	1670.49	3539	0	0
2022.11.08	09:00:00	1670.49	1671.32	1668.19	1670.39	4905	0	4
2022.11.08	10:00:00	1670.39	1671.16	1666.33	1666.99	7643	0	1
2022.11.08	11:00:00	1666.90	1671.63	1664.71	1671.58	6590	0	4
2022.11.08	12:00:00	1671.58	1672.04	1669.80	1670.53	5067	0	4
2022.11.08	13:00:00	1670.53	1673.36	1669.93	1672.64	5348	0	4
2022.11.08	14:00:00	1672.62	1673.31	1670.06	1670.95	6769	0	4
2022.11.08	15:00:00	1670.98	1675.21	1670.78	1672.95	8306	0	4
2022.11.08	16:00:00	1672.93	1680.33	1672.85	1679.24	8687	0	4
2022.11.08	17:00:00	1679.19	1714.19	1678.79	1713.11	18036	0	4
2022.11.08	18:00:00	1713.11	1716.88	1712.48	1715.13	9383	0	4
2022.11.08	19:00:00	1715.15	1716.34	1710.27	1715.03	5344	0	4
2022.11.08	20:00:00	1715.06	1716.88	1710.84	1712.95	8077	0	4
2022.11.08	21:00:00	1713.08	1713.79	1708.28	1711.74	8010	0	4
2022.11.08	22:00:00	1711.73	1713.16	1710.92	1712.06	5757	0	4
2022.11.08	23:00:00	1712.02	1713.26	1711.48	1712.33	1486	0	9
2022.11.09	01:00:00	1712.23	1713.11	1710.61	1711.48	2334	0	9
2022.11.09	02:00:00	1711.47	1712.15	1708.98	1709.09	3038	0	6
2022.11.09	03:00:00	1709.22	1710.63	1707.00	1707.05	5009	0	4
2022.11.09	04:00:00	1707.13	1709.15	1707.12	1708.21	3143	0	4
2022.11.09	05:00:00	1708.18	1712.52	1708.16	1709.32	3928	0	4
2022.11.09	06:00:00	1709.35	1709.46	1707.70	1708.49	2638	0	4
2022.11.09	07:00:00	1708.47	1710.11	1707.48	1709.46	3368	0	4
2022.11.09	08:00:00	1709.53	1710.42	1708.19	1710.11	3827	0	4
2022.11.09	09:00:00	1710.12	1712.75	1709.72	1711.70	5201	0	4
2022.11.09	10:00:00	1711.70	1715.83	1711.44	1713.55	8262	0	4
2022.11.09	11:00:00	1713.59	1713.85	1707.10	1708.00	7148	0	4
2022.11.09	12:00:00	1708.10	1709.03	1703.97	1708.80	7123	0	4
2022.11.09	13:00:00	1708.80	1710.06	1707.87	1708.83	4924	0	4
2022.11.09	14:00:00	1708.85	1710.08	1707.06	1707.90	5570	0	4
2022.11.09	15:00:00	1707.91	1710.03	1703.11	1709.98	10792	0	4
2022.11.09	16:00:00	1709.96	1716.45	1709.60	1711.81	11334	0	4
2022.11.09	17:00:00	1711.81	1722.37	1707.41	1711.59	15472	0	4
2022.11.09	18:00:00	1711.60	1714.45	1711.35	1712.39	8589	0	4
2022.11.09	19:00:00	1712.39	1713.41	1710.84	1712.59	5178	0	4
2022.11.09	20:00:00	1712.66	1712.98	1704.21	1705.32	7763	0	4
2022.11.09	21:00:00	1705.33	1706.38	1702.20	1703.84	6467	0	4
2022.11.09	22:00:00	1703.85	1707.48	1703.41	1704.60	5172	0	4
2022.11.09	23:00:00	1704.56	1707.13	1704.56	1706.92	2066	0	7
2022.11.10	01:00:00	1706.22	1706.67	1703.71	1706.49	1739	0	9
2022.11.10	02:00:00	1706.49	1707.03	1705.15	1706.49	2146	0	9
2022.11.10	03:00:00	1706.51	1708.92	1705.19	1706.79	4056	0	4
2022.11.10	04:00:00	1706.79	1708.79	1705.75	1708.78	3423	0	0
2022.11.10	05:00:00	1708.71	1710.19	1707.71	1709.45	3523	0	3
2022.11.10	06:00:00	1709.45	1710.00	1708.58	1709.79	1705	0	2
2022.11.10	07:00:00	1709.78	1712.21	1709.46	1712.19	3404	0	4
2022.11.10	08:00:00	1712.20	1712.61	1708.84	1709.80	3694	0	4
2022.11.10	09:00:00	1709.81	1709.89	1705.33	1705.92	5385	0	4
2022.11.10	10:00:00	1705.96	1710.25	1705.66	1707.43	6775	0	2
2022.11.10	11:00:00	1707.43	1708.83	1704.66	1707.12	5572	0	4
2022.11.10	12:00:00	1707.12	1708.43	1704.04	1708.32	5999	0	4
2022.11.10	13:00:00	1708.31	1709.26	1705.53	1707.43	6102	0	4
2022.11.10	14:00:00	1707.43	1709.36	1706.91	1709.36	5300	0	4
2022.11.10	15:00:00	1709.35	1737.10	1708.91	1733.11	17443	0	4
2022.11.10	16:00:00	1733.12	1745.22	1732.60	1743.98	20402	0	4
2022.11.10	17:00:00	1743.99	1753.29	1743.76	1751.00	16567	0	4
2022.11.10	18:00:00	1750.99	1751.38	1743.61	1750.06	11482	0	4
2022.11.10	19:00:00	1750.06	1750.12	1746.31	1748.43	7991	0	4
2022.11.10	20:00:00	1748.55	1752.25	1748.45	1750.66	7041	0	4
2022.11.10	21:00:00	1750.62	1754.81	1750.17	1754.18	4039	0	4
2022.11.10	22:00:00	1754.13	1756.03	1752.48	1755.74	4599	0	4
2022.11.10	23:00:00	1755.72	1757.19	1754.03	1755.48	3743	0	5
2022.11.11	01:00:00	1753.59	1754.58	1752.03	1752.23	2390	0	9
2022.11.11	02:00:00	1752.23	1753.32	1750.45	1751.73	3562	0	10
2022.11.11	03:00:00	1751.73	1753.44	1747.30	1747.57	5246	0	4
2022.11.11	04:00:00	1747.59	1753.15	1747.59	1752.86	4207	0	4
2022.11.11	05:00:00	1752.86	1753.12	1750.50	1751.40	2728	0	4
2022.11.11	06:00:00	1751.39	1753.28	1749.83	1753.01	2195	0	4
2022.11.11	07:00:00	1753.01	1763.16	1752.51	1760.75	6269	0	4
2022.11.11	08:00:00	1760.77	1764.37	1755.62	1758.06	6210	0	4
2022.11.11	09:00:00	1758.17	1762.94	1755.75	1761.06	8215	0	4
2022.11.11	10:00:00	1761.06	1766.14	1755.51	1765.39	9527	0	0
2022.11.11	11:00:00	1765.40	1766.03	1760.88	1763.96	8750	0	4
2022.11.11	12:00:00	1763.96	1766.64	1757.39	1758.18	10213	0	4
2022.11.11	13:00:00	1758.17	1760.61	1755.10	1759.33	7646	0	4
2022.11.11	14:00:00	1759.41	1761.94	1756.81	1761.30	7260	0	4
2022.11.11	15:00:00	1761.30	1766.13	1759.35	1765.64	10300	0	4
2022.11.11	16:00:00	1765.63	1765.71	1755.60	1760.96	10996	0	4
2022.11.11	17:00:00	1760.94	1764.52	1758.20	1763.70	12163	0	4
2022.11.11	18:00:00	1763.73	1764.84	1759.71	1763.68	8535	0	4
2022.11.11	19:00:00	1763.68	1765.74	1762.76	1764.56	4951	0	4
2022.11.11	20:00:00	1764.61	1767.28	1763.22	1765.39	4007	0	4
2022.11.11	21:00:00	1765.40	1768.09	1764.37	1768.09	4088	0	4
2022.11.11	22:00:00	1768.09	1768.18	1765.49	1767.77	4370	0	4
2022.11.11	23:00:00	1767.81	1772.78	1766.39	1770.15	1671	0	1
2022.11.14	01:00:00	1763.34	1764.94	1761.28	1763.48	3717	0	9
2022.11.14	02:00:00	1763.48	1765.08	1761.88	1764.30	4546	0	10
2022.11.14	03:00:00	1764.36	1766.33	1761.74	1762.81	7506	0	4
2022.11.14	04:00:00	1762.78	1763.51	1760.95	1763.18	4798	0	4
2022.11.14	05:00:00	1763.26	1766.34	1763.03	1763.45	4150	0	4
2022.11.14	06:00:00	1763.45	1763.65	1759.37	1761.29	2703	0	4
2022.11.14	07:00:00	1761.29	1762.10	1757.97	1758.48	4484	0	4
2022.11.14	08:00:00	1758.50	1763.62	1758.15	1761.54	4801	0	4
2022.11.14	09:00:00	1761.55	1763.78	1760.24	1762.38	5127	0	4
2022.11.14	10:00:00	1762.37	1766.22	1761.24	1762.03	8233	0	4
2022.11.14	11:00:00	1762.03	1762.09	1757.09	1757.19	7501	0	4
2022.11.14	12:00:00	1757.19	1758.28	1754.38	1757.59	6196	0	4
2022.11.14	13:00:00	1757.68	1757.68	1753.30	1756.33	4887	0	4
2022.11.14	14:00:00	1756.33	1762.00	1755.56	1761.82	5752	0	4
2022.11.14	15:00:00	1761.83	1764.18	1758.80	1763.75	9157	0	4
2022.11.14	16:00:00	1763.76	1770.39	1762.45	1769.19	11576	0	4
2022.11.14	17:00:00	1769.19	1775.09	1768.51	1771.49	12533	0	4
2022.11.14	18:00:00	1771.54	1771.96	1766.60	1769.71	10339	0	4
2022.11.14	19:00:00	1769.72	1772.57	1769.50	1770.84	7988	0	4
2022.11.14	20:00:00	1770.86	1773.85	1770.29	1773.33	5565	0	4
2022.11.14	21:00:00	1773.33	1773.97	1771.51	1772.92	4006	0	4
2022.11.14	22:00:00	1772.98	1774.51	1771.40	1772.14	5572	0	4
2022.11.14	23:00:00	1772.14	1772.48	1771.06	1771.09	1598	0	8
2022.11.15	01:00:00	1770.64	1770.86	1769.13	1769.50	1293	0	9
2022.11.15	02:00:00	1769.54	1770.20	1767.13	1767.90	3004	0	10
2022.11.15	03:00:00	1767.90	1772.36	1767.18	1769.19	5659	0	4
2022.11.15	04:00:00	1769.19	1772.35	1768.24	1771.05	3975	0	4
2022.11.15	05:00:00	1771.04	1772.27	1770.23	1771.30	4269	0	4
2022.11.15	06:00:00	1771.30	1771.74	1770.04	1770.97	2272	0	4
2022.11.15	07:00:00	1771.00	1773.72	1770.65	1770.87	4119	0	4
2022.11.15	08:00:00	1770.88	1771.60	1768.76	1770.07	4248	0	4
2022.11.15	09:00:00	1770.07	1784.36	1769.99	1782.92	9496	0	4
2022.11.15	10:00:00	1782.91	1783.08	1773.98	1777.58	11115	0	4
2022.11.15	11:00:00	1777.58	1779.09	1773.02	1776.20	8238	0	4
2022.11.15	12:00:00	1776.40	1777.35	1773.85	1776.75	7633	0	4
2022.11.15	13:00:00	1776.74	1777.77	1774.99	1776.92	7305	0	4
2022.11.15	14:00:00	1776.92	1777.34	1773.88	1775.34	7440	0	4
2022.11.15	15:00:00	1775.35	1786.57	1773.22	1777.26	19109	0	4
2022.11.15	16:00:00	1777.23	1779.47	1768.26	1772.11	20020	0	4
2022.11.15	17:00:00	1772.09	1774.38	1768.33	1771.24	17612	0	4
2022.11.15	18:00:00	1771.17	1775.06	1768.54	1770.59	14175	0	4
2022.11.15	19:00:00	1770.65	1773.11	1768.08	1772.47	10689	0	4
2022.11.15	20:00:00	1772.46	1785.78	1768.37	1777.87	16482	0	0
2022.11.15	21:00:00	1777.88	1779.21	1772.73	1778.57	16785	0	1
2022.11.15	22:00:00	1778.58	1780.39	1776.79	1778.41	10310	0	4
2022.11.15	23:00:00	1778.34	1779.72	1777.80	1778.72	3371	0	0
2022.11.16	01:00:00	1777.75	1781.19	1777.47	1780.79	2853	0	9
2022.11.16	02:00:00	1780.81	1781.43	1776.70	1777.52	5188	0	10
2022.11.16	03:00:00	1777.51	1777.54	1773.63	1774.47	7198	0	4
2022.11.16	04:00:00	1774.47	1777.02	1774.10	1776.95	6370	0	4
2022.11.16	05:00:00	1776.95	1777.15	1771.77	1771.91	4593	0	4
2022.11.16	06:00:00	1771.87	1772.95	1770.35	1772.04	3570	0	4
2022.11.16	07:00:00	1772.05	1775.93	1770.99	1774.18	6405	0	4
2022.11.16	08:00:00	1774.18	1774.97	1772.09	1773.39	5596	0	4
2022.11.16	09:00:00	1773.46	1777.80	1771.36	1776.81	9668	0	4
2022.11.16	10:00:00	1776.82	1779.30	1775.96	1779.20	8604	0	4
2022.11.16	11:00:00	1779.19	1783.55	1779.03	1782.87	7921	0	0
2022.11.16	12:00:00	1782.92	1785.06	1781.28	1782.27	8075	0	4
2022.11.16	13:00:00	1782.27	1784.35	1780.41	1783.58	7698	0	4
2022.11.16	14:00:00	1783.57	1783.57	1778.93	1780.91	7664	0	4
2022.11.16	15:00:00	1780.90	1781.50	1774.54	1779.24	14994	0	4
2022.11.16	16:00:00	1779.22	1780.38	1773.16	1775.34	16714	0	4
2022.11.16	17:00:00	1775.33	1779.84	1772.96	1779.59	13229	0	0
2022.11.16	18:00:00	1779.65	1780.11	1773.87	1774.56	8387	0	4
2022.11.16	19:00:00	1774.56	1776.74	1773.28	1774.71	6874	0	4
2022.11.16	20:00:00	1774.74	1775.70	1770.97	1772.93	7859	0	4
2022.11.16	21:00:00	1772.95	1775.27	1772.46	1774.55	6499	0	4
2022.11.16	22:00:00	1774.49	1776.21	1773.07	1774.29	6449	0	4
2022.11.16	23:00:00	1774.29	1774.76	1773.44	1773.79	2299	0	7
2022.11.17	01:00:00	1773.67	1774.64	1772.98	1773.92	1190	0	4
2022.11.17	02:00:00	1773.91	1774.57	1772.94	1773.54	2434	0	9
2022.11.17	03:00:00	1773.54	1774.88	1769.33	1769.87	5044	0	4
2022.11.17	04:00:00	1769.87	1769.99	1766.42	1767.52	4412	0	4
2022.11.17	05:00:00	1767.45	1767.57	1763.03	1763.92	4064	0	4
2022.11.17	06:00:00	1763.98	1764.15	1762.05	1762.40	2969	0	4
2022.11.17	07:00:00	1762.40	1764.11	1761.46	1763.13	4390	0	4
2022.11.17	08:00:00	1763.11	1768.38	1762.95	1768.06	4522	0	4
2022.11.17	09:00:00	1768.09	1769.08	1765.37	1767.02	6766	0	4
2022.11.17	10:00:00	1767.04	1771.02	1767.01	1767.08	9824	0	0
2022.11.17	11:00:00	1767.10	1768.53	1763.47	1765.53	8207	0	4
2022.11.17	12:00:00	1765.53	1766.06	1761.73	1762.63	6679	0	4
2022.11.17	13:00:00	1762.63	1765.82	1761.52	1765.60	8193	0	4
2022.11.17	14:00:00	1765.61	1767.70	1761.23	1764.28	9083	0	4
2022.11.17	15:00:00	1764.28	1766.23	1756.39	1756.62	16326	0	4
2022.11.17	16:00:00	1756.60	1761.26	1754.51	1759.82	13788	0	0
